position_id,party_id,statement_id,position_label,position_numeric,source_type,text_snippet,source_link
EUP0161,PEL,17,Tend to disagree,-1,2024 EP election manifesto of the party,"Abolish the Stability and Growth Pact and replace it with a new pact focusing on social and environmental restructuring, allowing for expansionary and counter-cyclical policies;",https://www.european-left.org/wp-content/uploads/2024/03/2024-Manifesto-English-European-Left.pdf
EUP0162,PEL,18,Tend to agree,1,2024 EP election manifesto of the party,Bring in a European tax on the wealthy to fund essential investment for poverty reduction and environmental and social transitions,https://www.european-left.org/wp-content/uploads/2024/03/2024-Manifesto-English-European-Left.pdf
EUP0163,PEL,19,Tend to agree,1,2024 EP election manifesto of the party,"We welcome the European Parliament’s attempt to regulate the use of artificial intelligence (AI) and support the ban on biometric surveillance, emotion recognition and predictive policing by AI systems. However, the EP’s draft focuses on market-based regulation and thus misses the essential issue: the need for transparency and accountability (democratic and societal control) of technological innovation with regard to its social and environmental impacts. Effective regulation of AI with the humans-in-control principle must be incorporated into EU law; Any regulation of AI by the EU must take into account the impact of AI on the world of work and social systems, and exclude possible discriminatory uses of AI or racially-biased systems; The introduction of AI in high-risk areas and mega-data transactions must be identified and prohibited",https://www.european-left.org/wp-content/uploads/2024/03/2024-Manifesto-English-European-Left.pdf
EUP0164,PEL,20,Neutral,0,Other programmatic and official party documentation,Position provided by PEL President and Spitzenkandidat,https://www.european-left.org/wp-content/uploads/2024/03/2024-Manifesto-English-European-Left.pdf
EUP0165,PEL,21,Tend to agree,1,2024 EP election manifesto of the party,Transform the Recovery and Resilience Facility (RRF) into a permanent EU mechanism to reduce inequalities and promote sustainable economic growth,https://www.european-left.org/wp-content/uploads/2024/03/2024-Manifesto-English-European-Left.pdf
EUP0166,PEL,22,Tend to agree,1,2024 EP election manifesto of the party,"We demand the cancellation of the EU’s Free Trade Agreements (FTAs) with the countries of the Global South and their replacement with new international agreements, trade control and investment treaties for co-development and public goods that respect industrial and agricultural sovereignty, fair trade and social and environmental development, promoting the consumption of locally produced goods and short distribution channels.",https://www.european-left.org/wp-content/uploads/2024/03/2024-Manifesto-English-European-Left.pdf
EUP0167,PEL,23,Neutral,0,2024 EP election manifesto of the party,"Respect the ‘Irish Clause’ (Art. 24 and 42 of the Treaty on European Union): the common security and defence policy of the Union ‘shall not prejudice the specific character of the security and defence policy of certain Member States’; We want Europe to take responsibility for its security autonomously and independently of the USA, based on multilateralism and respect for international law.",https://www.european-left.org/wp-content/uploads/2024/03/2024-Manifesto-English-European-Left.pdf
EUP0168,PEL,24,Completely agree,2,2024 EP election manifesto of the party,"The EU must develop and implement a truly European migration and asylum policy, based on co-responsibility and obligatory solidarity between all Member States",https://www.european-left.org/wp-content/uploads/2024/03/2024-Manifesto-English-European-Left.pdf
EUP0169,PEL,25,Neutral,0,2024 EP election manifesto of the party,"We want Europe to take responsibility for its security autonomously and independently of the USA, based on multilateralism and respect for international law",https://www.european-left.org/wp-content/uploads/2024/03/2024-Manifesto-English-European-Left.pdf
EUP0170,PEL,26,Completely disagree,-2,2024 EP election manifesto of the party,"We want to stop Frontex, the externalisation of borders, the relocation of detention centres to non-EU countries, the funding of bloodthirsty regimes, and the administrative detention of those deemed unfit to remain in the EU. The New Pact on Migration and Asylum, signed on 20 December 2023, must be cancelled because it condemns refugees to detention and, in most cases, deportation. We are working for a Europe without cages and barbed wire, one that acts not as a wall but as a bridge to other continents and the people who live there.",https://www.european-left.org/wp-content/uploads/2024/03/2024-Manifesto-English-European-Left.pdf
